container_sk,container_bk,container_type,capacity_l,zone_bk,latitude,longitude,status,date_debut,date_fin,version,is_current
22,CONT_00022,Plastique,1000,LYON_ZONE_092,45.74829091298585,4.764911637167796,ACTIF,2022-01-01,,1,True
23,CONT_00023,Verre,770,TOULOUSE_ZONE_067,43.54728378860464,1.5020410511244535,ACTIF,2022-01-01,,1,True
24,CONT_00024,Plastique,1000,MARSEILLE_ZONE_078,43.23146976327199,5.424272730492408,ACTIF,2022-01-01,,1,True
25,CONT_00025,Ordures,2000,PARIS_ZONE_068,48.85878093128047,2.314946485711356,ACTIF,2022-01-01,,1,True
26,CONT_00026,Ordures,660,NANTES_ZONE_081,47.21305188516038,-1.489982437395192,ACTIF,2022-01-01,,1,True
27,CONT_00027,Ordures,770,MONTPELLIER_ZONE_026,43.59465714549847,3.927881034445997,ACTIF,2022-01-01,,1,True
28,CONT_00028,Verre,660,MARSEILLE_ZONE_086,43.38374136173386,5.341041046472181,ACTIF,2022-01-01,,1,True
29,CONT_00029,Plastique,2000,LILLE_ZONE_025,50.705905757715854,3.03588264545896,ACTIF,2022-01-01,,1,True
30,CONT_00030,Ordures,770,TOULOUSE_ZONE_097,43.60868075357219,1.4791027627823294,ACTIF,2022-01-01,,1,True
31,CONT_00031,Ordures,1000,NICE_ZONE_042,43.71844343621805,7.214168847410068,ACTIF,2022-01-01,,1,True
32,CONT_00032,Ordures,1000,MARSEILLE_ZONE_020,43.34894552564132,5.323784226291918,ACTIF,2022-01-01,,1,True
33,CONT_00033,Ordures,660,BORDEAUX_ZONE_036,44.81106067534318,-0.6298381044909138,ACTIF,2022-01-01,,1,True
34,CONT_00034,Plastique,660,LILLE_ZONE_030,50.67631790409044,2.980500581850813,ACTIF,2022-01-01,,1,True
35,CONT_00035,Verre,1000,NANTES_ZONE_096,47.18231220323483,-1.4759038289063462,ACTIF,2022-01-01,,1,True
36,CONT_00036,Ordures,770,NANTES_ZONE_080,47.28991820628784,-1.5489082265827636,ACTIF,2022-01-01,,1,True
37,CONT_00037,Ordures,660,BORDEAUX_ZONE_011,44.90181807855589,-0.5908901541952176,ACTIF,2022-01-01,,1,True
38,CONT_00038,Plastique,2000,MONTPELLIER_ZONE_069,43.55236442480445,3.8429626861248622,ACTIF,2022-01-01,,1,True
39,CONT_00039,Verre,660,NICE_ZONE_086,43.74691842657225,7.291704084253024,ACTIF,2022-01-01,,1,True
40,CONT_00040,Ordures,660,PARIS_ZONE_016,48.88164406124479,2.305395121256398,ACTIF,2022-01-01,,1,True
41,CONT_00041,Plastique,1000,BORDEAUX_ZONE_079,44.82524475264447,-0.5111100129216597,ACTIF,2022-01-01,,1,True
42,CONT_00042,Ordures,1000,NICE_ZONE_024,43.77787964394511,7.25401421317836,ACTIF,2022-01-01,,1,True
43,CONT_00043,Verre,770,NANTES_ZONE_005,47.14005124178178,-1.4970151814395047,ACTIF,2022-01-01,,1,True
44,CONT_00044,Plastique,770,NANTES_ZONE_099,47.17866837931095,-1.5409026619017725,ACTIF,2022-01-01,,1,True
45,CONT_00045,Ordures,770,NICE_ZONE_011,43.71133724747962,7.291025513521361,ACTIF,2022-01-01,,1,True
46,CONT_00046,Verre,660,MONTPELLIER_ZONE_097,43.592188546703504,3.80998656735578,ACTIF,2022-01-01,,1,True
47,CONT_00047,Plastique,1000,MONTPELLIER_ZONE_062,43.54184205485728,3.857626822252293,ACTIF,2022-01-01,,1,True
48,CONT_00048,Ordures,1000,LILLE_ZONE_036,50.58542505769217,3.007426759428085,ACTIF,2022-01-01,,1,True
49,CONT_00049,Ordures,1000,BORDEAUX_ZONE_008,44.88268061394387,-0.5291399956740938,ACTIF,2022-01-01,,1,True
50,CONT_00050,Verre,1000,NANTES_ZONE_004,47.16079595593119,-1.4831362550049234,ACTIF,2022-01-01,,1,True
51,CONT_00051,Verre,1000,PARIS_ZONE_057,48.812641871796096,2.3506503539663828,ACTIF,2022-01-01,,1,True
52,CONT_00052,Ordures,660,LYON_ZONE_017,45.80131790467101,4.825940762689676,ACTIF,2022-01-01,,1,True
53,CONT_00053,Ordures,1000,MARSEILLE_ZONE_078,43.244105234642205,5.431439902387064,ACTIF,2022-01-01,,1,True
54,CONT_00054,Ordures,770,STRASBOURG_ZONE_088,48.57109876949632,7.690293806201437,ACTIF,2022-01-01,,1,True
55,CONT_00055,Plastique,770,STRASBOURG_ZONE_017,48.6326272799265,7.69212474457487,ACTIF,2022-01-01,,1,True
56,CONT_00056,Plastique,770,MONTPELLIER_ZONE_049,43.65630431771974,3.8851746108635807,ACTIF,2022-01-01,,1,True
57,CONT_00057,Plastique,1000,BORDEAUX_ZONE_073,44.76126539860832,-0.5460887585180919,ACTIF,2022-01-01,,1,True
58,CONT_00058,Plastique,770,LILLE_ZONE_056,50.62648744657166,3.1256269882429577,ACTIF,2022-01-01,,1,True
59,CONT_00059,Verre,770,MARSEILLE_ZONE_049,43.33283031627637,5.423113802970035,ACTIF,2022-01-01,,1,True
60,CONT_00060,Verre,1000,LILLE_ZONE_025,50.68653381149265,3.0351010360953588,ACTIF,2022-01-01,,1,True
61,CONT_00061,Verre,2000,MARSEILLE_ZONE_017,43.286557898267645,5.384319421260777,ACTIF,2022-01-01,,1,True
62,CONT_00062,Verre,660,NANTES_ZONE_077,47.190938186058986,-1.5123618166980346,ACTIF,2022-01-01,,1,True
63,CONT_00063,Ordures,2000,BORDEAUX_ZONE_006,44.75299315435527,-0.5821861908938349,ACTIF,2022-01-01,,1,True
64,CONT_00064,Ordures,660,NICE_ZONE_093,43.67873829464857,7.225578357253447,ACTIF,2022-01-01,,1,True
65,CONT_00065,Verre,660,TOULOUSE_ZONE_064,43.57855798123017,1.4955681429087582,ACTIF,2022-01-01,,1,True
66,CONT_00066,Ordures,660,STRASBOURG_ZONE_056,48.61156473568672,7.795834510401687,ACTIF,2022-01-01,,1,True
67,CONT_00067,Plastique,770,MARSEILLE_ZONE_050,43.24256776777757,5.2959012916929415,ACTIF,2022-01-01,,1,True
68,CONT_00068,Verre,660,BORDEAUX_ZONE_007,44.79088170470412,-0.6319565655016212,ACTIF,2022-01-01,,1,True
69,CONT_00069,Ordures,660,LILLE_ZONE_049,50.572505540092266,3.041032910895597,ACTIF,2022-01-01,,1,True
70,CONT_00070,Ordures,2000,PARIS_ZONE_008,48.79774863339105,2.283822320145904,ACTIF,2022-01-01,,1,True
71,CONT_00071,Plastique,770,BORDEAUX_ZONE_040,44.79936601173763,-0.6452196960746339,ACTIF,2022-01-01,,1,True
72,CONT_00072,Plastique,660,MONTPELLIER_ZONE_009,43.57925394973296,3.938673372147416,ACTIF,2022-01-01,,1,True
73,CONT_00073,Ordures,1000,NANTES_ZONE_100,47.27905393959209,-1.5755533117172498,ACTIF,2022-01-01,,1,True
74,CONT_00074,Plastique,770,BORDEAUX_ZONE_086,44.74917840475177,-0.6243312744780255,ACTIF,2022-01-01,,1,True
75,CONT_00075,Verre,2000,BORDEAUX_ZONE_036,44.80055135286548,-0.6241260761704011,ACTIF,2022-01-01,,1,True
76,CONT_00076,Plastique,770,LILLE_ZONE_094,50.66521361244028,3.138002028880703,ACTIF,2022-01-01,,1,True
77,CONT_00077,Ordures,660,PARIS_ZONE_025,48.79098191744921,2.2895539811371206,ACTIF,2022-01-01,,1,True
78,CONT_00078,Verre,660,MARSEILLE_ZONE_029,43.23852175498945,5.309569190729766,ACTIF,2022-01-01,,1,True
79,CONT_00079,Verre,1000,MARSEILLE_ZONE_096,43.35625782404384,5.368530943936039,ACTIF,2022-01-01,,1,True
80,CONT_00080,Verre,660,PARIS_ZONE_055,48.91564483043458,2.2814267520477376,ACTIF,2022-01-01,,1,True
81,CONT_00081,Ordures,1000,NANTES_ZONE_064,47.17049835672656,-1.5081399069598445,ACTIF,2022-01-01,,1,True
82,CONT_00082,Verre,1000,PARIS_ZONE_067,48.87421823000543,2.3670411527282376,ACTIF,2022-01-01,,1,True
83,CONT_00083,Verre,1000,MONTPELLIER_ZONE_037,43.63589410386877,3.893593677380019,ACTIF,2022-01-01,,1,True
84,CONT_00084,Plastique,660,LYON_ZONE_012,45.8382047642628,4.83303285471497,ACTIF,2022-01-01,,1,True
85,CONT_00085,Verre,770,NICE_ZONE_061,43.67232486109753,7.1811203764414895,ACTIF,2022-01-01,,1,True
86,CONT_00086,Ordures,2000,MONTPELLIER_ZONE_050,43.608299545348174,3.900945403170201,ACTIF,2022-01-01,,1,True
87,CONT_00087,Plastique,1000,MONTPELLIER_ZONE_032,43.55358171041372,3.916479933481748,ACTIF,2022-01-01,,1,True
88,CONT_00088,Verre,770,LILLE_ZONE_007,50.69317364742461,3.0677241143110128,ACTIF,2022-01-01,,1,True
89,CONT_00089,Plastique,2000,LYON_ZONE_020,45.72782535545153,4.891557966430372,ACTIF,2022-01-01,,1,True
90,CONT_00090,Ordures,1000,BORDEAUX_ZONE_020,44.76722206282849,-0.5709297853858618,ACTIF,2022-01-01,,1,True
91,CONT_00091,Verre,2000,MONTPELLIER_ZONE_023,43.56972760356613,3.897147435931141,ACTIF,2022-01-01,,1,True
92,CONT_00092,Ordures,2000,MARSEILLE_ZONE_048,43.339853184385206,5.323074346899577,ACTIF,2022-01-01,,1,True
93,CONT_00093,Plastique,660,NICE_ZONE_072,43.67969677355062,7.234256567565421,ACTIF,2022-01-01,,1,True
94,CONT_00094,Ordures,770,LILLE_ZONE_096,50.57172670663199,3.0283619097739387,ACTIF,2022-01-01,,1,True
95,CONT_00095,Verre,770,TOULOUSE_ZONE_082,43.550431406146885,1.468895776635719,ACTIF,2022-01-01,,1,True
96,CONT_00096,Ordures,2000,LYON_ZONE_064,45.81966143040213,4.766345066831384,ACTIF,2022-01-01,,1,True
97,CONT_00097,Verre,1000,NANTES_ZONE_019,47.18470618544318,-1.561746759516692,ACTIF,2022-01-01,,1,True
98,CONT_00098,Verre,1000,TOULOUSE_ZONE_004,43.63110989007384,1.4366344279888417,ACTIF,2022-01-01,,1,True
99,CONT_00099,Ordures,2000,LILLE_ZONE_008,50.68635811800466,3.0639328160737627,ACTIF,2022-01-01,,1,True
100,CONT_00100,Verre,770,PARIS_ZONE_069,48.88353540431194,2.314305367158186,ACTIF,2022-01-01,,1,True
101,CONT_00101,Verre,2000,MARSEILLE_ZONE_097,43.33311901999212,5.444550649205279,ACTIF,2022-01-01,,1,True
102,CONT_00102,Plastique,1000,MONTPELLIER_ZONE_038,43.67024441641845,3.8999936151637367,ACTIF,2022-01-01,,1,True
103,CONT_00103,Ordures,660,LYON_ZONE_100,45.7518187723961,4.863995771019101,ACTIF,2022-01-01,,1,True
104,CONT_00104,Verre,660,STRASBOURG_ZONE_078,48.55104048966796,7.737277736956869,ACTIF,2022-01-01,,1,True
105,CONT_00105,Verre,660,NICE_ZONE_002,43.627154504712514,7.337960716649043,ACTIF,2022-01-01,,1,True
106,CONT_00106,Plastique,770,BORDEAUX_ZONE_005,44.8415781812975,-0.6453635249565689,ACTIF,2022-01-01,,1,True
107,CONT_00107,Verre,1000,STRASBOURG_ZONE_069,48.6104601490172,7.7274403834938115,ACTIF,2022-01-01,,1,True
108,CONT_00108,Plastique,660,MONTPELLIER_ZONE_036,43.64207320401911,3.9165700288349288,ACTIF,2022-01-01,,1,True
109,CONT_00109,Ordures,660,MARSEILLE_ZONE_004,43.33650950293484,5.314797224720875,ACTIF,2022-01-01,,1,True
110,CONT_00110,Verre,660,NICE_ZONE_090,43.68393632167527,7.329864475273458,ACTIF,2022-01-01,,1,True
111,CONT_00111,Plastique,1000,LYON_ZONE_069,45.83788502675007,4.804087876674525,ACTIF,2022-01-01,,1,True
112,CONT_00112,Ordures,770,NANTES_ZONE_081,47.2207045116964,-1.5062130282811217,ACTIF,2022-01-01,,1,True
113,CONT_00113,Verre,2000,LYON_ZONE_061,45.74775296628251,4.766629820312527,ACTIF,2022-01-01,,1,True
114,CONT_00114,Verre,2000,NICE_ZONE_098,43.64097945230269,7.242506346826946,ACTIF,2022-01-01,,1,True
115,CONT_00115,Verre,660,STRASBOURG_ZONE_100,48.65695751843327,7.733616325371839,ACTIF,2022-01-01,,1,True
116,CONT_00116,Plastique,2000,BORDEAUX_ZONE_005,44.84281490081611,-0.6514623325133302,ACTIF,2022-01-01,,1,True
117,CONT_00117,Plastique,2000,STRASBOURG_ZONE_014,48.59563654425335,7.675213874844978,ACTIF,2022-01-01,,1,True
118,CONT_00118,Verre,1000,BORDEAUX_ZONE_001,44.85466692481084,-0.5232741784512531,ACTIF,2022-01-01,,1,True
119,CONT_00119,Verre,770,TOULOUSE_ZONE_014,43.54304408329286,1.4663388803245048,ACTIF,2022-01-01,,1,True
120,CONT_00120,Verre,770,TOULOUSE_ZONE_069,43.63486028266663,1.4073352610388987,ACTIF,2022-01-01,,1,True
121,CONT_00121,Plastique,770,MONTPELLIER_ZONE_005,43.61306068380555,3.9558595116102815,ACTIF,2022-01-01,,1,True
122,CONT_00122,Verre,770,BORDEAUX_ZONE_070,44.819866996682414,-0.546377967237768,ACTIF,2022-01-01,,1,True
123,CONT_00123,Ordures,660,MONTPELLIER_ZONE_030,43.58531658443137,3.847852537497247,ACTIF,2022-01-01,,1,True
124,CONT_00124,Verre,660,STRASBOURG_ZONE_004,48.6308352480908,7.729268663528626,ACTIF,2022-01-01,,1,True
125,CONT_00125,Verre,1000,PARIS_ZONE_045,48.89488814004827,2.2907945831581458,ACTIF,2022-01-01,,1,True
126,CONT_00126,Ordures,770,STRASBOURG_ZONE_036,48.52787143095957,7.709029586740642,ACTIF,2022-01-01,,1,True
127,CONT_00127,Plastique,770,NICE_ZONE_053,43.67293119396068,7.193551102172001,ACTIF,2022-01-01,,1,True
128,CONT_00128,Plastique,660,NICE_ZONE_011,43.70159006445236,7.302327269518243,ACTIF,2022-01-01,,1,True
129,CONT_00129,Verre,2000,MARSEILLE_ZONE_085,43.27689954486348,5.442536947446136,ACTIF,2022-01-01,,1,True
130,CONT_00130,Verre,1000,BORDEAUX_ZONE_087,44.86452337148987,-0.611491951052314,ACTIF,2022-01-01,,1,True
131,CONT_00131,Verre,660,MONTPELLIER_ZONE_054,43.630532198293416,3.94518542105866,ACTIF,2022-01-01,,1,True
132,CONT_00132,Verre,770,MONTPELLIER_ZONE_078,43.65836231309346,3.9120216014720888,ACTIF,2022-01-01,,1,True
133,CONT_00133,Ordures,1000,MONTPELLIER_ZONE_008,43.632309275736205,3.9151916537224816,ACTIF,2022-01-01,,1,True
134,CONT_00134,Plastique,1000,TOULOUSE_ZONE_083,43.549185349381325,1.4189035263136134,ACTIF,2022-01-01,,1,True
135,CONT_00135,Verre,2000,MARSEILLE_ZONE_100,43.34503559078171,5.391772047434356,ACTIF,2022-01-01,,1,True
136,CONT_00136,Ordures,660,MONTPELLIER_ZONE_026,43.60995890838447,3.9303036556517865,ACTIF,2022-01-01,,1,True
137,CONT_00137,Plastique,660,STRASBOURG_ZONE_076,48.61327971261154,7.8198964510935935,ACTIF,2022-01-01,,1,True
138,CONT_00138,Plastique,660,MONTPELLIER_ZONE_020,43.64152880389988,3.8234164363897514,ACTIF,2022-01-01,,1,True
139,CONT_00139,Verre,1000,BORDEAUX_ZONE_081,44.861245535718105,-0.6179865533238478,ACTIF,2022-01-01,,1,True
140,CONT_00140,Plastique,1000,BORDEAUX_ZONE_023,44.89144914726572,-0.5941554854926736,ACTIF,2022-01-01,,1,True
141,CONT_00141,Plastique,1000,STRASBOURG_ZONE_050,48.57022195488652,7.733157997531017,ACTIF,2022-01-01,,1,True
142,CONT_00142,Plastique,770,MARSEILLE_ZONE_046,43.22855739216427,5.3236147882338,ACTIF,2022-01-01,,1,True
143,CONT_00143,Plastique,660,LYON_ZONE_034,45.74207094581308,4.802098285987278,ACTIF,2022-01-01,,1,True
144,CONT_00144,Plastique,770,NICE_ZONE_014,43.641023139956026,7.284251591100472,ACTIF,2022-01-01,,1,True
145,CONT_00145,Ordures,1000,NICE_ZONE_024,43.77431028743871,7.264236049177441,ACTIF,2022-01-01,,1,True
146,CONT_00146,Ordures,2000,MARSEILLE_ZONE_055,43.2802970307722,5.356602069327668,ACTIF,2022-01-01,,1,True
147,CONT_00147,Ordures,660,LYON_ZONE_085,45.6905370984423,4.760954988062829,ACTIF,2022-01-01,,1,True
148,CONT_00148,Ordures,770,LILLE_ZONE_066,50.65612567629372,3.04304032702219,ACTIF,2022-01-01,,1,True
149,CONT_00149,Verre,660,STRASBOURG_ZONE_059,48.63839681720974,7.669089757036287,ACTIF,2022-01-01,,1,True
150,CONT_00150,Plastique,660,BORDEAUX_ZONE_051,44.86066660749469,-0.5524731240031333,ACTIF,2022-01-01,,1,True
151,CONT_00151,Ordures,660,BORDEAUX_ZONE_030,44.90704470026846,-0.6479581617568508,ACTIF,2022-01-01,,1,True
152,CONT_00152,Ordures,2000,MARSEILLE_ZONE_082,43.217259832903686,5.307277080705898,ACTIF,2022-01-01,,1,True
153,CONT_00153,Verre,2000,MARSEILLE_ZONE_069,43.32809793646418,5.342832692102731,ACTIF,2022-01-01,,1,True
154,CONT_00154,Plastique,660,PARIS_ZONE_094,48.808535092052665,2.4127826215374446,ACTIF,2022-01-01,,1,True
155,CONT_00155,Plastique,770,NANTES_ZONE_001,47.174358772717206,-1.4798493644040396,ACTIF,2022-01-01,,1,True
156,CONT_00156,Plastique,2000,MARSEILLE_ZONE_057,43.36099165753165,5.384608439326454,ACTIF,2022-01-01,,1,True
157,CONT_00157,Plastique,770,LYON_ZONE_043,45.709703162859526,4.825887718521273,ACTIF,2022-01-01,,1,True
158,CONT_00158,Verre,2000,NICE_ZONE_037,43.776050343401536,7.257389597473204,ACTIF,2022-01-01,,1,True
159,CONT_00159,Plastique,2000,LYON_ZONE_094,45.69845907075021,4.849820656837915,ACTIF,2022-01-01,,1,True
160,CONT_00160,Verre,2000,PARIS_ZONE_083,48.86026582958362,2.343343652895593,ACTIF,2022-01-01,,1,True
161,CONT_00161,Verre,770,BORDEAUX_ZONE_070,44.81586881742384,-0.5578098605698342,ACTIF,2022-01-01,,1,True
162,CONT_00162,Plastique,2000,MARSEILLE_ZONE_022,43.3521524388696,5.397107996073836,ACTIF,2022-01-01,,1,True
163,CONT_00163,Ordures,1000,BORDEAUX_ZONE_082,44.888092978049606,-0.5433523327213852,ACTIF,2022-01-01,,1,True
164,CONT_00164,Plastique,1000,BORDEAUX_ZONE_088,44.84050699840324,-0.6283484517010872,ACTIF,2022-01-01,,1,True
165,CONT_00165,Verre,1000,MARSEILLE_ZONE_051,43.370623017055465,5.349481618608346,ACTIF,2022-01-01,,1,True
166,CONT_00166,Ordures,770,BORDEAUX_ZONE_032,44.92475597270218,-0.5175481326376519,ACTIF,2022-01-01,,1,True
167,CONT_00167,Ordures,2000,LILLE_ZONE_056,50.63375995826623,3.120533197342358,ACTIF,2022-01-01,,1,True
168,CONT_00168,Ordures,770,NICE_ZONE_068,43.653605435315136,7.266818852363464,ACTIF,2022-01-01,,1,True
169,CONT_00169,Ordures,770,NANTES_ZONE_076,47.26821268594114,-1.543984403880143,ACTIF,2022-01-01,,1,True
170,CONT_00170,Ordures,1000,NICE_ZONE_079,43.68131418937634,7.321395828828882,ACTIF,2022-01-01,,1,True
171,CONT_00171,Verre,2000,MONTPELLIER_ZONE_052,43.64286121373643,3.897814430784049,ACTIF,2022-01-01,,1,True
172,CONT_00172,Ordures,2000,LYON_ZONE_075,45.73854084728045,4.831087014532274,ACTIF,2022-01-01,,1,True
173,CONT_00173,Plastique,770,NICE_ZONE_093,43.679358285377305,7.230799182565804,ACTIF,2022-01-01,,1,True
174,CONT_00174,Ordures,660,LYON_ZONE_092,45.742933498517786,4.777888043579635,ACTIF,2022-01-01,,1,True
175,CONT_00175,Verre,2000,BORDEAUX_ZONE_055,44.85693654649395,-0.6025523938875591,ACTIF,2022-01-01,,1,True
176,CONT_00176,Ordures,2000,LILLE_ZONE_015,50.668283138712106,2.9922002148014637,ACTIF,2022-01-01,,1,True
177,CONT_00177,Verre,660,MARSEILLE_ZONE_053,43.33750206989444,5.423122807325462,ACTIF,2022-01-01,,1,True
178,CONT_00178,Plastique,1000,NICE_ZONE_060,43.67525871814165,7.284958166328588,ACTIF,2022-01-01,,1,True
179,CONT_00179,Ordures,2000,TOULOUSE_ZONE_025,43.59658303536245,1.383989661982017,ACTIF,2022-01-01,,1,True
180,CONT_00180,Plastique,1000,LILLE_ZONE_013,50.55552639853148,3.0504778568944446,ACTIF,2022-01-01,,1,True
181,CONT_00181,Ordures,1000,PARIS_ZONE_050,48.83664017967212,2.34044022298597,ACTIF,2022-01-01,,1,True
182,CONT_00182,Plastique,1000,NANTES_ZONE_056,47.2576666385693,-1.5807046506266111,ACTIF,2022-01-01,,1,True
183,CONT_00183,Ordures,2000,MARSEILLE_ZONE_031,43.28867915499377,5.306664345865589,ACTIF,2022-01-01,,1,True
184,CONT_00184,Ordures,2000,BORDEAUX_ZONE_003,44.8506591825694,-0.5650607250143104,ACTIF,2022-01-01,,1,True
185,CONT_00185,Verre,660,STRASBOURG_ZONE_034,48.59334874133342,7.786292101771512,ACTIF,2022-01-01,,1,True
186,CONT_00186,Ordures,660,NICE_ZONE_100,43.65779577962574,7.284688440916527,ACTIF,2022-01-01,,1,True
187,CONT_00187,Plastique,660,STRASBOURG_ZONE_049,48.64972524628996,7.677825402236604,ACTIF,2022-01-01,,1,True
188,CONT_00188,Verre,1000,STRASBOURG_ZONE_029,48.53495297528792,7.813950108758603,ACTIF,2022-01-01,,1,True
189,CONT_00189,Plastique,2000,BORDEAUX_ZONE_066,44.79306351889548,-0.5924826360119229,ACTIF,2022-01-01,,1,True
190,CONT_00190,Verre,1000,TOULOUSE_ZONE_004,43.64125444439823,1.4382099676389593,ACTIF,2022-01-01,,1,True
191,CONT_00191,Plastique,2000,MARSEILLE_ZONE_037,43.31531480430436,5.351983543082423,ACTIF,2022-01-01,,1,True
192,CONT_00192,Verre,1000,LYON_ZONE_026,45.80343929883328,4.765857204689072,ACTIF,2022-01-01,,1,True
193,CONT_00193,Plastique,2000,TOULOUSE_ZONE_055,43.573629532059655,1.4700805359471911,ACTIF,2022-01-01,,1,True
194,CONT_00194,Plastique,660,STRASBOURG_ZONE_054,48.55812566976465,7.710336606266906,ACTIF,2022-01-01,,1,True
195,CONT_00195,Plastique,1000,NICE_ZONE_077,43.719457691918535,7.227590127906708,ACTIF,2022-01-01,,1,True
196,CONT_00196,Plastique,770,BORDEAUX_ZONE_020,44.77557242890999,-0.5819831428769519,ACTIF,2022-01-01,,1,True
197,CONT_00197,Ordures,2000,TOULOUSE_ZONE_019,43.599113361688985,1.4673587941152293,ACTIF,2022-01-01,,1,True
198,CONT_00198,Ordures,2000,STRASBOURG_ZONE_010,48.61671485359432,7.832930255340507,ACTIF,2022-01-01,,1,True
199,CONT_00199,Ordures,770,PARIS_ZONE_046,48.9122040444296,2.279899674908895,ACTIF,2022-01-01,,1,True
200,CONT_00200,Verre,2000,NANTES_ZONE_030,47.214679446730536,-1.5000087694516395,ACTIF,2022-01-01,,1,True
201,CONT_00201,Verre,660,NICE_ZONE_050,43.710309002186726,7.22032930804991,ACTIF,2022-01-01,,1,True
202,CONT_00202,Ordures,1000,MARSEILLE_ZONE_071,43.29584599961642,5.332040741991986,ACTIF,2022-01-01,,1,True
203,CONT_00203,Plastique,770,MONTPELLIER_ZONE_044,43.60547328699054,3.870720447299088,ACTIF,2022-01-01,,1,True
204,CONT_00204,Verre,770,LYON_ZONE_046,45.832580637919705,4.807716198136685,ACTIF,2022-01-01,,1,True
205,CONT_00205,Verre,2000,NICE_ZONE_066,43.63971556068236,7.342696633741855,ACTIF,2022-01-01,,1,True
206,CONT_00206,Plastique,1000,NICE_ZONE_072,43.67180859823071,7.238870206736985,ACTIF,2022-01-01,,1,True
207,CONT_00207,Verre,1000,PARIS_ZONE_022,48.87333287752364,2.301868590331717,ACTIF,2022-01-01,,1,True
208,CONT_00208,Ordures,2000,MARSEILLE_ZONE_080,43.25140601897009,5.30120542865866,ACTIF,2022-01-01,,1,True
209,CONT_00209,Plastique,660,PARIS_ZONE_030,48.8397275935525,2.321708780762741,ACTIF,2022-01-01,,1,True
210,CONT_00210,Ordures,660,PARIS_ZONE_078,48.79369029594629,2.325824983941694,ACTIF,2022-01-01,,1,True
211,CONT_00211,Verre,660,PARIS_ZONE_013,48.78220342403129,2.304686435298096,ACTIF,2022-01-01,,1,True
212,CONT_00212,Verre,660,LYON_ZONE_002,45.70357814503584,4.845626686819415,ACTIF,2022-01-01,,1,True
213,CONT_00213,Verre,2000,MARSEILLE_ZONE_065,43.25271640651485,5.297333007436242,ACTIF,2022-01-01,,1,True
214,CONT_00214,Plastique,660,PARIS_ZONE_088,48.86591170896177,2.4146676909040408,ACTIF,2022-01-01,,1,True
215,CONT_00215,Verre,2000,BORDEAUX_ZONE_059,44.779247858523625,-0.5722732729528808,ACTIF,2022-01-01,,1,True
216,CONT_00216,Plastique,770,LILLE_ZONE_001,50.56999399496672,3.0727211553805467,ACTIF,2022-01-01,,1,True
